"","gene.list"
"6469","MT2A"
"6470","MT1M"
"6471","MT1L"
"6472","MT1E"
"6473","MT1JP"
"6474","MT1A"
"6475","MT1DP"
"6476","MT1B"
"6477","MT1F"
"6478","MT1H"
"6479","MT1IP"
"6480","MT1X"
"6481","NUP93"
"6482","MIR138-2"
"6483","SLC12A3"
"6484","HERPUD1"
"6485","CETP"
"6486","NLRC5"
"6487","CPNE2"
"6488","RSPRY1"
"6489","ARL2BP"
"6490","CCL22"
"6491","CX3CL1"
"6492","CCL17"
"6493","COQ9"
"6494","POLR2C"
"6495","GPR114"
"6496","GPR56"
"6497","GPR97"
"6498","CCDC135"
"6499","KATNB1"
"6500","LOC388282"
"6501","TEPP"
"6502","C16orf57"
"6503","MMP15"
"6504","CCDC113"
"6505","GINS3"
"6506","NDRG4"
"6507","SETD6"
"6508","CDH5"
"6509","BEAN1"
"6510","CMTM1"
"6511","CMTM2"
"6512","CMTM3"
"6513","CA7"
"6514","PDP2"
"6515","CES2"
"6516","CES3"
"6517","CES4A"
"6518","CBFB"
"6519","C16orf70"
"6520","FBXL8"
"6521","HSF4"
"6522","NOL3"
"6523","E2F4"
"6524","ELMO3"
"6525","TMEM208"
"6526","SLC9A5"
"6527","PLEKHG4"
"6528","HSD11B2"
"6529","FAM65A"
"6530","CTCF"
"6531","RLTPR"
"6532","PARD6A"
"6533","C16orf86"
"6534","TSNAXIP1"
"6535","THAP11"
"6536","NUTF2"
"6537","EDC4"
"6538","NRN1L"
"6539","PSKH1"
"6540","DUS2L"
"6541","NFATC3"
"6542","PLA2G15"
"6543","SLC7A6"
"6544","PRMT7"
"6545","ZFP90"
"6546","CDH3"
"6547","CDH1"
"6548","TMCO7"
"6549","HAS3"
"6550","CIRH1A"
"6551","SNTB2"
"6552","VPS4A"
"6553","NIP7"
"6554","CYB5B"
"6555","NFAT5"
"6556","WWP2"
"6557","CLEC18A"
"6558","PDPR"
"6559","CLEC18B"
"6560","DDX19B"
"6561","DDX19A"
"6562","FUK"
"6563","SF3B3"
"6564","IL34"
"6565","MTSS1L"
"6566","CALB2"
"6567","CHST4"
"6568","MARVELD3"
"6569","KIAA0174"
"6570","DHODH"
"6571","HPR"
"6572","DHX38"
"6573","PSMD7"
"6574","ZNRF1"
"6575","ZFP1"
"6576","CTRB1"
"6577","GABARAPL2"
"6578","TERF2IP"
"6579","MON1B"
"6580","NUDT7"
"6581","VAT1L"
"6582","CLEC3A"
"6583","WWOX"
"6584","CENPN"
"6585","ATMIN"
"6586","GAN"
"6587","CMIP"
"6588","PLCG2"
"6589","HSD17B2"
"6590","CDH13"
"6591","HSBP1"
"6592","MLYCD"
"6593","OSGIN1"
"6594","NECAB2"
"6595","LRRC50"
"6596","ADAD2"
"6597","WFDC1"
"6598","ATP2C2"
"6599","KLHL36"
"6600","USP10"
"6601","CRISPLD2"
"6602","KIAA0513"
"6603","TMEM148"
"6604","KIAA0182"
"6605","COX4I1"
"6606","IRF8"
"6607","FOXF1"
"6608","FLJ30679"
"6609","FOXC2"
"6610","FOXL1"
"6611","MAP1LC3B"
"6612","JPH3"
"6613","BANP"
"6614","ZNF469"
"6615","ZFPM1"
"6616","ZC3H18"
"6617","IL17C"
"6618","MGC23284"
"6619","CTU2"
"6620","FAM38A"
"6621","FLJ40448"
"6622","CDT1"
"6623","TRAPPC2L"
"6624","ACSF3"
"6625","C16orf81"
"6626","CDH15"
"6627","ZNF778"
"6628","SPG7"
"6629","RPL13"
"6630","SNORD68"
"6631","CPNE7"
"6632","DPEP1"
"6633","C16orf55"
"6634","CDK10"
"6635","ZNF276"
"6636","SPIRE2"
"6637","TCF25"
"6638","MC1R"
"6639","TUBB3"
"6640","DEF8"
"6641","AFG3L1P"
"6642","GAS8"
"6643","WASH1"
"6644","POLR3K"
"6645","RHBDF1"
"6646","NPRL3"
"6647","LUC7L"
"6648","RGS11"
"6649","AXIN1"
"6650","MRPL28"
"6651","TMEM8A"
"6652","C16orf13"
"6653","LOC100130285"
"6654","JMJD8"
"6655","WDR24"
"6656","CCDC78"
"6657","NARFL"
"6658","MSLNL"
"6659","RPUSD1"
"6660","GNG13"
"6661","LMF1"
"6662","LOC146336"
"6663","C1QTNF8"
"6664","GS85"
"6665","TPSG1"
"6666","PRSS29P"
"6667","C16orf42"
"6668","UNKL"
"6669","C16orf91"
"6670","CCDC154"
"6671","CLCN7"
"6672","PTX4"
"6673","IFT140"
"6674","NME3"
"6675","MRPS34"
"6676","SPSB3"
"6677","IGFALS"
"6678","HAGH"
"6679","HS3ST6"
"6680","SEPX1"
"6681","RPL3L"
"6682","RPS2"
"6683","SNORA10"
"6684","SNORA64"
"6685","NOXO1"
"6686","ZNF598"
"6687","NTHL1"
"6688","PKD1"
"6689","SNORD60"
"6690","CASKIN1"
"6691","C16orf79"
"6692","PGP"
"6693","DCI"
"6694","RNPS1"
"6695","ABCA3"
"6696","CEMP1"
"6697","PRSS27"
"6698","TCEB2"
"6699","PRSS33"
"6700","PRSS30P"
"6701","PRSS22"
"6702","PKMYT1"
"6703","HCFC1R1"
"6704","CCDC64B"
"6705","ZSCAN10"
"6706","ZNF200"
"6707","MEFV"
"6708","TIGD7"
"6709","ZNF597"
"6710","NLRC3"
"6711","SLX4"
"6712","TRAP1"
"6713","CREBBP"
"6714","ADCY9"
"6715","SRL"
"6716","TFAP4"
"6717","PAM16"
"6718","CORO7"
"6719","NMRAL1"
"6720","C16orf5"
"6721","FAM100A"
"6722","ANKS3"
"6723","ZNF500"
"6724","SEPT12"
"6725","ROGDI"
"6726","GLYR1"
"6727","PPL"
"6728","NAGPA"
"6729","C16orf89"
"6730","FAM86A"
"6731","TMEM186"
"6732","CARHSP1"
"6733","USP7"
"6734","GRIN2A"
"6735","EMP2"
"6736","TEKT5"
"6737","FAM18A"
"6738","SOCS1"
"6739","TNP2"
"6740","PRM3"
"6741","PRM2"
"6742","PRM1"
"6743","LOC400499"
"6744","LITAF"
"6745","ZC3H7A"
"6746","RSL1D1"
"6747","GSPT1"
"6748","FLJ32790"
"6749","CPPED1"
"6750","PARN"
"6751","ABCC6P2"
"6752","NTAN1"
"6753","KIAA0430"
"6754","MYH11"
"6755","C16orf63"
"6756","ABCC6"
"6757","LYRM2"
"6758","XYLT1"
"6759","RPS15A"
"6760","ARL6IP1"
"6761","GDE1"
"6762","C16orf88"
"6763","GPRC5B"
"6764","GPR139"
"6765","GP2"
"6766","UMOD"
"6767","ACSM1"
"6768","THUMPD1"
"6769","ERI2"
"6770","DCUN1D3"
"6771","CRYM"
"6772","LOC100271836"
"6773","SLC7A5P2"
"6774","IGSF6"
"6775","RRN3P1"
"6776","CDR2"
"6777","USP31"
"6778","COG7"
"6779","GGA2"
"6780","EARS2"
"6781","NDUFAB1"
"6782","PALB2"
"6783","ERN2"
"6784","ARHGAP17"
"6785","ZKSCAN2"
"6786","NSMCE1"
"6787","GTF3C1"
"6788","GSG1L"
"6789","XPO6"
"6790","CLN3"
"6791","IL27"
"6792","NUPR1"
"6793","SULT1A2"
"6794","SULT1A1"
"6795","TUFM"
"6796","RABEP2"
"6797","NPIPL2"
"6798","BOLA2"
"6799","C16orf54"
"6800","CDIPT"
"6801","SEZ6L2"
"6802","KCTD13"
"6803","HIRIP3"
"6804","DOC2A"
"6805","TBX6"
"6806","YPEL3"
"6807","GDPD3"
"6808","MAPK3"
"6809","CD2BP2"
"6810","TBC1D10B"
"6811","SEPT1"
"6812","DCTPP1"
"6813","SEPHS2"
"6814","ZNF768"
"6815","ZNF747"
"6816","ZNF764"
"6817","ZNF688"
"6818","ZNF785"
"6819","ZNF689"
"6820","C16orf93"
"6821","ZNF629"
"6822","BCL7C"
"6823","NCRNA00095"
"6824","STX1B"
"6825","PRSS53"
"6826","VKORC1"
"6827","PRSS8"
"6828","PRSS36"
"6829","PYCARD"
"6830","PYDC1"
"6831","COX6A2"
"6832","ZNF843"
"6833","C16orf58"
"6834","VN1R3"
"6835","HERC2P4"
"6836","UBE2MP1"
"6837","SHCBP1"
"6838","RAB43"
"6839","VPS35"
"6840","MYLK3"
"6841","C16orf87"
"6842","NETO2"
"6843","ITFG1"
"6844","ABCC12"
"6845","ABCC11"
"6846","SIAH1"
"6847","N4BP1"
"6848","CBLN1"
"6849","ZNF423"
"6850","BRD7"
"6851","SNX20"
"6852","SALL1"
"6853","TOX3"
"6854","AKTIP"
"6855","RPGRIP1L"
"6856","IRX3"
"6857","CES1"
"6858","CES5A"
"6859","AMFR"
"6860","NUDT21"
"6861","BBS2"
"6862","MT1G"
"6863","FAM192A"
"6864","PLLP"
"6865","CIAPIN1"
"6866","DOK4"
"6867","CCDC102A"
"6868","KIFC3"
"6869","CNGB1"
"6870","ZNF319"
"6871","C16orf80"
"6872","CSNK2A2"
"6873","PRSS54"
"6874","CNOT1"
"6875","SNORA46"
"6876","SNORA50"
"6877","SLC38A7"
"6878","GOT2"
"6879","CDH8"
"6880","CDH11"
"6881","FLJ27243"
"6882","TK2"
"6883","CMTM4"
"6884","DYNC1LI2"
"6885","NAE1"
"6886","CDH16"
"6887","RRAD"
"6888","FAM96B"
"6889","B3GNT9"
"6890","TRADD"
"6891","KIAA0895L"
"6892","EXOC3L"
"6893","LRRC29"
"6894","FHOD1"
"6895","KCTD19"
"6896","TPPP3"
"6897","ZDHHC1"
"6898","ATP6V0D1"
"6899","AGRP"
"6900","ACD"
"6901","C16orf48"
"6902","GFOD2"
"6903","RANBP10"
"6904","CENPT"
"6905","CTRL"
"6906","PSMB10"
"6907","LCAT"
"6908","SLC12A4"
"6909","DPEP3"
"6910","DPEP2"
"6911","DDX28"
"6912","ESRP2"
"6913","SLC7A6OS"
"6914","SMPD3"
"6915","CHTF8"
"6916","COG8"
"6917","TMED6"
"6918","TERF2"
"6919","NQO1"
"6920","NOB1"
"6921","EXOSC6"
"6922","AARS"
"6923","ST3GAL2"
"6924","COG4"
"6925","VAC14"
"6926","HYDIN"
"6927","FTSJD1"
"6928","ZNF23"
"6929","ZNF19"
"6930","TAT"
"6931","PHLPP2"
"6932","SNORA70D"
"6933","AP1G1"
"6934","ZNF821"
"6935","TXNL4B"
"6936","PMFBP1"
"6937","ZFHX3"
"6938","C16orf47"
"6939","GLG1"
"6940","RFWD3"
"6941","MLKL"
"6942","FA2H"
"6943","WDR59"
"6944","LDHD"
"6945","CTRB2"
"6946","BCAR1"
"6947","CFDP1"
"6948","TMEM170A"
"6949","CHST6"
"6950","CHST5"
"6951","TMEM231"
"6952","ADAT1"
"6953","KARS"
"6954","ADAMTS18"
"6955","MAF"
"6956","CDYL2"
"6957","C16orf61"
"6958","C16orf46"
"6959","PKD1L2"
"6960","GAFA2"
"6961","SDR42E1"
"6962","MPHOSPH6"
"6963","SLC38A8"
"6964","MBTPS1"
"6965","HSDL1"
"6966","TAF1C"
"6967","KCNG4"
"6968","KIAA1609"
"6969","COTL1"
"6970","ZDHHC7"
"6971","FAM92B"
"6972","GINS2"
"6973","C16orf74"
"6974","COX4NB"
"6975","MTHFSD"
"6976","LOC100288525"
"6977","FBXO31"
"6978","ZCCHC14"
"6979","KLHDC4"
"6980","SLC7A5"
"6981","C16orf85"
"6982","CYBA"
"6983","MVD"
"6984","SNAI3"
"6985","RNF166"
"6986","APRT"
"6987","GALNS"
"6988","CBFA2T3"
"6989","LOC146429"
"6990","ANKRD11"
"6991","CHMP1A"
"6992","SPATA2L"
"6993","C16orf7"
"6994","FANCA"
"6995","CENPBD1"
"6996","DBNDD1"
"6997","C16orf3"
"6998","PRDM7"
"6999","TUBB4Q"
"7000","C17orf97"
"7001","FAM57A"
"7002","ELP2P"
"7003","RNMTL1"
"7004","TIMM22"
"7005","BHLHA9"
"7006","TUSC5"
"7007","WDR81"
"7008","SERPINF2"
"7009","SERPINF1"
"7010","RPA1"
"7011","DPH1"
"7012","HIC1"
"7013","SRR"
"7014","SGSM2"
"7015","PAFAH1B1"
"7016","RAP1GAP2"
"7017","OR1A2"
"7018","OR1D5"
"7019","OR3A4"
"7020","OR3A3"
"7021","ASPA"
"7022","CTNS"
"7023","TMEM93"
"7024","GSG2"
"7025","ZZEF1"
"7026","CYB5D2"
"7027","SPNS3"
"7028","SPNS2"
"7029","SMTNL2"
"7030","ARRB2"
"7031","MED11"
"7032","ZMYND15"
"7033","TM4SF5"
"7034","GLTPD2"
"7035","PSMB6"
"7036","PLD2"
"7037","MINK1"
"7038","GP1BA"
"7039","RNF167"
"7040","ENO3"
"7041","KIF1C"
"7042","ZFP3"
"7043","USP6"
"7044","RABEP1"
"7045","RPAIN"
"7046","MIS12"
"7047","WSCD1"
"7048","FAM64A"
"7049","TXNDC17"
"7050","XAF1"
"7051","FBXO39"
"7052","ALOX12P2"
"7053","ALOX12"
"7054","RNASEK"
"7055","C17orf49"
"7056","BCL6B"
"7057","SLC16A13"
"7058","ACADVL"
"7059","C17orf81"
"7060","SLC2A4"
"7061","EIF5A"
"7062","ACAP1"
"7063","KCTD11"
"7064","TMEM95"
"7065","TNK1"
"7066","NLGN2"
"7067","SPEM1"
"7068","C17orf74"
"7069","TMEM102"
"7070","FGF11"
"7071","CHRNB1"
"7072","AMAC1L3"
"7073","POLR2A"
"7074","TNFSF12"
"7075","SENP3"
"7076","EIF4A1"
"7077","SNORA48"
"7078","SNORA67"
"7079","CD68"
"7080","MPDU1"
"7081","SHBG"
"7082","ATP1B2"
"7083","WRAP53"
"7084","EFNB3"
"7085","DNAH2"
"7086","KDM6B"
"7087","TMEM88"
"7088","CYB5D1"
"7089","CHD3"
"7090","CNTROB"
"7091","GUCY2D"
"7092","ALOX15B"
"7093","C17orf59"
"7094","PFAS"
"7095","RANGRF"
"7096","ARHGEF15"
"7097","NDEL1"
"7098","NTN1"
"7099","USP43"
"7100","GLP2R"
"7101","C17orf48"
"7102","SHISA6"
"7103","DNAH9"
"7104","MAP2K4"
"7105","MYOCD"
"7106","ARHGAP44"
"7107","COX10"
"7108","HS3ST3B1"
"7109","ZNF286A"
"7110","TBC1D26"
"7111","MEIS3P1"
"7112","ADORA2B"
"7113","TTC19"
"7114","PIGL"
"7115","UBB"
"7116","TRPV2"
"7117","NCRNA00188"
"7118","SNORD49B"
"7119","SNORD49A"
"7120","CCDC144A"
"7121","LOC162632"
"7122","FAM106C"
"7123","MPRIP"
"7124","NT5M"
"7125","MED9"
"7126","RAI1"
"7127","LRRC48"
"7128","C17orf39"
"7129","DRG2"
"7130","MYO15A"
"7131","ALKBH5"
"7132","LLGL1"
"7133","SMCR7"
"7134","SMCR8"
"7135","FLJ35934"
"7136","KRT17"
"7137","LGALS9C"
"7138","PAIP1"
"7139","TRIM16L"
"7140","FBXW10"
"7141","FAM18B2"
"7142","PRPSAP2"
"7143","SLC5A10"
"7144","SNORD3A"
"7145","GRAPL"
"7146","EPN2"
"7147","MAPK7"
"7148","RNF112"
"7149","SLC47A1"
"7150","ALDH3A2"
"7151","LOC100131943"
"7152","SPECC1"
"7153","CCDC144B"
"7154","FAM106A"
"7155","LOC220594"
"7156","DHRS7B"
"7157","MAP2K3"
"7158","KCNJ12"
"7159","C20orf191"
"7160","FAM27L"
"7161","FLJ36000"
"7162","WSB1"
"7163","LOC440419"
"7164","KSR1"
"7165","LGALS9"
"7166","NLK"
"7167","PYY2"
"7168","PPY2"
"7169","TMEM97"
"7170","TNFAIP1"
"7171","TMEM199"
"7172","SARM1"
"7173","RPS7"
"7174","SLC13A2"
"7175","FOXN1"
"7176","SUPT6H"
"7177","RPL23A"
"7178","SNORD42B"
"7179","SNORD4A"
"7180","SNORD42A"
"7181","SNORD4B"
"7182","NEK8"
"7183","TRAF4"
"7184","ERAL1"
"7185","PIPOX"
"7186","CRYBA1"
"7187","TAOK1"
"7188","TP53I13"
"7189","ANKRD13B"
"7190","CCDC55"
"7191","MIR423"
"7192","CPD"
"7193","GOSR1"
"7194","TBC1D29"
"7195","LRRC37BP1"
"7196","SUZ12P"
"7197","ATAD5"
"7198","ADAP2"
"7199","RNF135"
"7200","LOC400590"
"7201","NF1"
"7202","RAB11FIP4"
"7203","MIR193A"
"7204","SUZ12"
"7205","LRRC37B"
"7206","RHOT1"
"7207","RHBDL3"
"7208","ZNF207"
"7209","PSMD11"
"7210","CDK5R1"
"7211","TMEM98"
"7212","SPACA3"
"7213","CCL2"
"7214","CCL7"
"7215","CCL11"
"7216","CCL8"
"7217","CCL13"
"7218","TMEM132E"
"7219","ZNF830"
"7220","LIG3"
"7221","FNDC8"
"7222","UNC45B"
"7223","SLFN5"
"7224","SNORD7"
"7225","AP2B1"
"7226","RASL10B"
"7227","C17orf50"
"7228","TAF15"
"7229","CCL18"
"7230","CCL4L1"
"7231","ZNHIT3"
"7232","PIGW"
"7233","GGNBP2"
"7234","DHRS11"
"7235","MRM1"
"7236","LHX1"
"7237","AATF"
"7238","TADA2A"
"7239","DUSP14"
"7240","TBC1D3"
"7241","MRPL45"
"7242","SOCS7"
"7243","ARHGAP23"
"7244","MLLT6"
"7245","PSMB3"
"7246","LASP1"
"7247","FLJ43826"
"7248","RPL19"
"7249","CDK12"
"7250","PPP1R1B"
"7251","STARD3"
"7252","TCAP"
"7253","PNMT"
"7254","ERBB2"
"7255","GRB7"
"7256","GSDMA"
"7257","PSMD3"
"7258","CSF3"
"7259","THRA"
"7260","MSL1"
"7261","CASC3"
"7262","RAPGEFL1"
"7263","WIPF2"
"7264","RNY4P8"
"7265","CDC6"
"7266","RARA"
"7267","IGFBP4"
"7268","TMEM99"
"7269","KRTAP4-7"
"7270","KRTAP4-9"
"7271","KRTAP9-1"
"7272","KRTAP9-2"
"7273","KRTAP9-3"
"7274","KRTAP9-8"
"7275","KRTAP9-4"
"7276","EIF1"
"7277","GAST"
"7278","FKBP10"
"7279","TTC25"
"7280","CNP"
"7281","NKIRAS2"
"7282","HSPB9"
"7283","STAT5A"
"7284","ATP6V0A1"
"7285","NAGLU"
"7286","HSD17B1"
"7287","COASY"
"7288","MLX"
"7289","TUBG1"
"7290","TUBG2"
"7291","CNTNAP1"
"7292","RAMP2"
"7293","VPS25"
"7294","WNK4"
"7295","CNTD1"
"7296","PSME3"
"7297","AOC2"
"7298","AOC3"
"7299","RUNDC1"
"7300","RPL27"
"7301","IFI35"
"7302","RND2"
"7303","NBR2"
"7304","NBR1"
"7305","TMEM106A"
"7306","ARL4D"
"7307","DHX8"
"7308","CD300LG"
"7309","C17orf88"
"7310","NAGS"
"7311","G6PC3"
"7312","C17orf53"
"7313","ASB16"
"7314","TMUB2"
"7315","RUNDC3A"
"7316","GRN"
"7317","FZD2"
"7318","LOC728675"
"7319","DBF4B"
"7320","ADAM11"
"7321","HIGD1B"
"7322","CCDC103"
"7323","NMT1"
"7324","ACBD4"
"7325","HEXIM1"
"7326","HEXIM2"
"7327","FMNL1"
"7328","MAP3K14"
"7329","ARL17A"
"7330","MGC57346"
"7331","C17orf69"
"7332","CRHR1"
"7333","IMP5"
"7334","MAPT"
"7335","STH"
"7336","LRRC37A2"
"7337","NSF"
"7338","WNT9B"
"7339","GOSR2"
"7340","LRRC37A4"
"7341","MYL4"
"7342","ITGB3"
"7343","C17orf57"
"7344","NPEPPS"
"7345","KPNB1"
"7346","TBKBP1"
"7347","TBX21"
"7348","LRRC46"
"7349","SP2"
"7350","PNPO"
"7351","CDK5RAP3"
"7352","NFE2L1"
"7353","SNX11"
"7354","LOC404266"
"7355","CALCOCO2"
"7356","ATP5G1"
"7357","UBE2Z"
"7358","IGF2BP1"
"7359","B4GALNT2"
"7360","ABI3"
"7361","FLJ40194"
"7362","NGFR"
"7363","NXPH3"
"7364","MYST2"
"7365","DLX4"
"7366","ITGA3"
"7367","PDK2"
"7368","SGCA"
"7369","TMEM92"
"7370","XYLT2"
"7371","EME1"
"7372","ACSF2"
"7373","RSAD1"
"7374","MYCBPAP"
"7375","EPN3"
"7376","SPATA20"
"7377","CACNA1G"
"7378","ABCC3"
"7379","LUC7L3"
"7380","WFIKKN2"
"7381","NME1"
"7382","UTP18"
"7383","FLJ42842"
"7384","KIF2B"
"7385","TOM1L1"
"7386","STXBP4"
"7387","HLF"
"7388","PCTP"
"7389","NOG"
"7390","DGKE"
"7391","SCPEP1"
"7392","RNF126P1"
"7393","AKAP1"
"7394","MSI2"
"7395","FLJ11710"
"7396","DYNLL2"
"7397","OR4D1"
"7398","MSX2P1"
"7399","EPX"
"7400","LPO"
"7401","RAD51C"
"7402","PRR11"
"7403","C17orf71"
"7404","GDPD1"
"7405","YPEL2"
"7406","DHX40"
"7407","CLTC"
"7408","TMEM49"
"7409","MIR21"
"7410","RPS6KB1"
"7411","CA4"
"7412","C17orf64"
"7413","PPM1D"
"7414","BCAS3"
"7415","TBX2"
"7416","C17orf82"
"7417","TBX4"
"7418","METTL2A"
"7419","TLK2"
"7420","MRC2"
"7421","TANC2"
"7422","LOC342541"
"7423","ACE"
"7424","KCNH6"
"7425","DCAF7"
"7426","TACO1"
"7427","MAP3K3"
"7428","DDX42"
"7429","PSMC5"
"7430","SNORD104"
"7431","C17orf60"
"7432","LOC100510740"
"7433","CCDC45"
"7434","RGS9"
"7435","PRKCA"
"7436","CACNG5"
"7437","CACNG4"
"7438","CACNG1"
"7439","PITPNC1"
"7440","NOL11"
"7441","SNORA38B"
"7442","BPTF"
"7443","KPNA2"
"7444","LOC440461"
"7445","AMZ2"
"7446","ARSG"
"7447","PRKAR1A"
"7448","ABCA10"
"7449","MAP2K6"
"7450","KCNJ16"
"7451","KCNJ2"
"7452","LOC100508018"
"7453","SOX9"
"7454","SSTR2"
"7455","COG1"
"7456","C17orf80"
"7457","RPL38"
"7458","TTYH2"
"7459","DNAI2"
"7460","KIF19"
"7461","GPR142"
"7462","GPRC5C"
"7463","CD300A"
"7464","RAB37"
"7465","SLC9A3R1"
"7466","TMEM104"
"7467","OTOP2"
"7468","OTOP3"
"7469","CDR2L"
"7470","ICT1"
"7471","KCTD2"
"7472","SLC16A5"
"7473","ARMC7"
"7474","NUP85"
"7475","MRPS7"
"7476","KIAA0195"
"7477","TSEN54"
"7478","LLGL2"
"7479","MYO15B"
"7480","LOC643008"
"7481","SAP30BP"
"7482","ITGB4"
"7483","UNK"
"7484","C17orf106"
"7485","CDK3"
"7486","GALR2"
"7487","ZACN"
"7488","FAM100B"
"7489","SPHK1"
"7490","AANAT"
"7491","SNORD1C"
"7492","C17orf95"
"7493","MFSD11"
"7494","MGAT5B"
"7495","SCARNA16"
"7496","SEC14L1"
"7497","SEPT9"
"7498","TNRC6C"
"7499","TMC8"
"7500","C17orf99"
"7501","SYNGR2"
"7502","AFMID"
"7503","BIRC5"
"7504","PGS1"
"7505","C1QTNF1"
"7506","ENGASE"
"7507","ENPP7"
"7508","CBX2"
"7509","CCDC40"
"7510","GAA"
"7511","CARD14"
"7512","SLC26A11"
"7513","RNF213"
"7514","FLJ35220"
"7515","RPTOR"
"7516","CHMP6"
"7517","LOC100129503"
"7518","BAIAP2"
"7519","LOC388428"
"7520","BAHCC1"
"7521","FSCN2"
"7522","TSPAN10"
"7523","CCDC137"
"7524","HGS"
"7525","MRPL12"
"7526","SLC25A10"
"7527","ANAPC11"
"7528","NPB"
"7529","ASPSCR1"
"7530","LRRC45"
"7531","RAC3"
"7532","GPS1"
"7533","SLC16A3"
"7534","CSNK1D"
"7535","TEX19"
"7536","UTS2R"
"7537","HEXDC"
"7538","NARF"
"7539","FOXK2"
"7540","FN3KRP"
"7541","FN3K"
"7542","TBCD"
"7543","METRNL"
"7544","DOC2B"
"7545","RPH3AL"
"7546","FAM101B"
"7547","VPS53"
"7548","GEMIN4"
"7549","GLOD4"
"7550","NXN"
"7551","LOC100130876"
"7552","ABR"
"7553","YWHAE"
"7554","CRK"
"7555","MYO1C"
"7556","INPP5K"
"7557","PITPNA"
"7558","SLC43A2"
"7559","SCARF1"
"7560","RILP"
"7561","PRPF8"
"7562","TLCD2"
"7563","C17orf91"
"7564","SMYD4"
"7565","RTN4RL1"
"7566","MIR132"
"7567","MIR212"
"7568","SMG6"
"7569","TSR1"
"7570","MNT"
"7571","LOC284009"
"7572","METT10D"
"7573","KIAA0664"
"7574","OR1D2"
"7575","OR3A2"
"7576","OR3A1"
"7577","OR1E1"
"7578","TRPV3"
"7579","TRPV1"
"7580","SHPK"
"7581","TAX1BP3"
"7582","P2RX5"
"7583","ITGAE"
"7584","C17orf85"
"7585","CAMKK1"
"7586","P2RX1"
"7587","ATP2A3"
"7588","ANKFY1"
"7589","UBE2G1"
"7590","MYBBP1A"
"7591","GGT6"
"7592","ALOX15"
"7593","PELP1"
"7594","CXCL16"
"7595","VMO1"
"7596","CHRNE"
"7597","SLC25A11"
"7598","PFN1"
"7599","SPAG7"
"7600","CAMTA2"
"7601","INCA1"
"7602","GPR172B"
"7603","ZNF232"
"7604","ZNF594"
"7605","C17orf87"
"7606","NUP88"
"7607","C1QBP"
"7608","DHX33"
"7609","DERL2"
"7610","NLRP1"
"7611","AIPL1"
"7612","PITPNM3"
"7613","KIAA0753"
"7614","MED31"
"7615","SLC13A5"
"7616","TEKT1"
"7617","MIR195"
"7618","SLC16A11"
"7619","CLEC10A"
"7620","ASGR2"
"7621","ASGR1"
"7622","DLG4"
"7623","DVL2"
"7624","PHF23"
"7625","GABARAP"
"7626","CTDNEP1"
"7627","CLDN7"
"7628","YBX2"
"7629","GPS2"
"7630","NEURL4"
"7631","PLSCR3"
"7632","C17orf61"
"7633","ZBTB4"
"7634","SOX15"
"7635","FXR2"
"7636","SAT2"
"7637","TP53"
"7638","LSMD1"
"7639","LOC284023"
"7640","KCNAB3"
"7641","TRAPPC1"
"7642","ALOX12B"
"7643","ALOXE3"
"7644","HES7"
"7645","PER1"
"7646","VAMP2"
"7647","TMEM107"
"7648","AURKB"
"7649","C17orf44"
"7650","C17orf68"
"7651","SLC25A35"
"7652","LOC100128288"
"7653","KRBA2"
"7654","RPL26"
"7655","RNF222"
"7656","MYH10"
"7657","CCDC42"
"7658","SPDYE4"
"7659","MFSD6L"
"7660","PIK3R6"
"7661","PIK3R5"
"7662","STX8"
"7663","DHRS7C"
"7664","RCVRN"
"7665","GAS7"
"7666","MYH3"
"7667","SCO1"
"7668","TMEM220"
"7669","PIRT"
"7670","ZNF18"
"7671","ELAC2"
"7672","HS3ST3A1"
"7673","CDRT15"
"7674","FLJ45831"
"7675","PMP22"
"7676","TEKT3"
"7677","CDRT4"
"7678","CDRT1"
"7679","TRIM16"
"7680","UBE2S"
"7681","NCOR1"
"7682","CENPV"
"7683","C17orf76"
"7684","ZNF287"
"7685","ZNF624"
"7686","TBC1D27"
"7687","TNFRSF13B"
"7688","PLD6"
"7689","FLCN"
"7690","COPS3"
"7691","RASD1"
"7692","PEMT"
"7693","SMCR5"
"7694","SREBF1"
"7695","TOM1L2"
"7696","ATPAF2"
"7697","FLII"
"7698","TOP3A"
"7699","SHMT1"
"7700","TBC1D28"
"7701","ZNF286B"
"7702","FOXO3B"
"7703","FAM83G"
"7704","GRAP"
"7705","B9D1"
"7706","MFAP4"
"7707","SLC47A2"
"7708","ALDH3A1"
"7709","ULK2"
"7710","AKAP10"
"7711","LGALS9B"
"7712","KRT16P3"
"7713","KRT16"
"7714","CCDC144NL"
"7715","USP22"
"7716","TMEM11"
"7717","C17orf103"
"7718","C17orf51"
"7719","NOS2"
"7720","FLJ40504"
"7721","IFT20"
"7722","POLDIP2"
"7723","SEBOX"
"7724","VTN"
"7725","SLC46A1"
"7726","SGK494"
"7727","UNC119"
"7728","PIGS"
"7729","ALDOC"
"7730","SPAG5"
"7731","KIAA0100"
"7732","SDF2"
"7733","PROCA1"
"7734","RAB34"
"7735","TLCD1"
"7736","C17orf63"
"7737","FLOT2"
"7738","DHRS13"
"7739","PHF12"
"7740","SEZ6"
"7741","MYO18A"
"7742","NUFIP2"
"7743","ABHD15"
