"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000005838",1,1,0,0,0,NA
"RAMP_C_000005845",1,1,0,0,0,NA
"RAMP_C_000005873",1,1,0,0,0,NA
"RAMP_C_000005878",1,1,0,0,0,NA
"RAMP_C_000005901",1,1,0,0,0,NA
"RAMP_C_000005904",1,1,0,0,0,NA
"RAMP_C_000005916",1,1,0,0,0,NA
"RAMP_C_000005944",1,1,0,0,0,NA
"RAMP_C_000005960",1,1,0,0,0,NA
"RAMP_C_000005982",1,1,0,0,0,NA
"RAMP_C_000005989",1,1,0,0,0,NA
"RAMP_C_000005995",1,1,0,0,0,NA
"RAMP_C_000005996",1,1,0,0,0,NA
"RAMP_C_000006000",1,1,0,0,0,NA
"RAMP_C_000006035",1,1,0,0,0,NA
"RAMP_C_000006036",1,1,0,0,0,NA
"RAMP_C_000006041",1,1,0,0,0,NA
"RAMP_C_000006077",1,1,0,0,0,NA
"RAMP_C_000006081",1,1,0,0,0,NA
"RAMP_C_000006090",1,1,0,0,0,NA
"RAMP_C_000006098",1,1,0,0,0,NA
"RAMP_C_000006108",1,1,0,0,0,NA
"RAMP_C_000006114",1,1,0,0,0,NA
"RAMP_C_000006126",1,1,0,0,0,NA
"RAMP_C_000006143",1,1,0,0,0,NA
"RAMP_C_000006148",1,1,0,0,0,NA
"RAMP_C_000006153",1,1,0,0,0,NA
"RAMP_C_000006158",1,1,0,0,0,NA
"RAMP_C_000006180",1,1,0,0,0,NA
"RAMP_C_000006199",1,1,0,0,0,NA
"RAMP_C_000006203",1,1,0,0,0,NA
"RAMP_C_000006210",1,1,0,0,0,NA
"RAMP_C_000006214",1,1,0,0,0,NA
"RAMP_C_000006230",1,1,0,0,0,NA
"RAMP_C_000006232",1,1,0,0,0,NA
"RAMP_C_000006255",1,1,0,0,0,NA
"RAMP_C_000006269",1,1,0,0,0,NA
"RAMP_C_000006273",1,1,0,0,0,NA
"RAMP_C_000006274",1,1,0,0,0,NA
"RAMP_C_000006293",1,1,0,0,0,NA
"RAMP_C_000006305",1,1,0,0,0,NA
"RAMP_C_000006327",1,1,0,0,0,NA
"RAMP_C_000006340",1,1,0,0,0,NA
"RAMP_C_000006364",1,1,0,0,0,NA
"RAMP_C_000006378",1,1,0,0,0,NA
"RAMP_C_000006382",1,1,0,0,0,NA
"RAMP_C_000006409",1,1,0,0,0,NA
"RAMP_C_000006426",1,1,0,0,0,NA
"RAMP_C_000006438",1,1,0,0,0,NA
"RAMP_C_000006439",1,1,0,0,0,NA
"RAMP_C_000006447",1,1,0,0,0,NA
"RAMP_C_000006450",1,1,0,0,0,NA
"RAMP_C_000006452",1,1,0,0,0,NA
"RAMP_C_000006475",1,1,0,0,0,NA
"RAMP_C_000006490",1,1,0,0,0,NA
"RAMP_C_000006492",1,1,0,0,0,NA
"RAMP_C_000006495",1,1,0,0,0,NA
"RAMP_C_000006496",1,1,0,0,0,NA
"RAMP_C_000006497",1,1,0,0,0,NA
"RAMP_C_000006499",1,1,0,0,0,NA
"RAMP_C_000006583",1,1,0,0,0,NA
"RAMP_C_000006584",1,1,0,0,0,NA
"RAMP_C_000006591",1,1,0,0,0,NA
"RAMP_C_000006621",1,1,0,0,0,NA
"RAMP_C_000006632",1,1,0,0,0,NA
"RAMP_C_000006636",1,1,0,0,0,NA
"RAMP_C_000006649",1,1,0,0,0,NA
"RAMP_C_000006666",1,1,0,0,0,NA
"RAMP_C_000006682",1,1,0,0,0,NA
"RAMP_C_000006700",1,1,0,0,0,NA
"RAMP_C_000006731",1,1,0,0,0,NA
"RAMP_C_000006734",1,1,0,0,0,NA
"RAMP_C_000006748",1,1,0,0,0,NA
"RAMP_C_000006784",1,1,0,0,0,NA
"RAMP_C_000006812",1,1,0,0,0,NA
"RAMP_C_000006814",1,1,0,0,0,NA
"RAMP_C_000006845",1,1,0,0,0,NA
"RAMP_C_000006847",1,1,0,0,0,NA
"RAMP_C_000006880",1,1,0,0,0,NA
"RAMP_C_000006885",1,1,0,0,0,NA
"RAMP_C_000006897",1,1,0,0,0,NA
"RAMP_C_000006903",1,1,0,0,0,NA
"RAMP_C_000006911",1,1,0,0,0,NA
"RAMP_C_000006931",1,1,0,0,0,NA
"RAMP_C_000006936",1,1,0,0,0,NA
"RAMP_C_000006957",1,1,0,0,0,NA
"RAMP_C_000006958",1,1,0,0,0,NA
"RAMP_C_000006963",1,1,0,0,0,NA
"RAMP_C_000006974",1,1,0,0,0,NA
"RAMP_C_000006990",1,1,0,0,0,NA
"RAMP_C_000007006",1,1,0,0,0,NA
"RAMP_C_000007008",1,1,0,0,0,NA
"RAMP_C_000007063",1,1,0,0,0,NA
"RAMP_C_000007065",1,1,0,0,0,NA
"RAMP_C_000007072",1,1,0,0,0,NA
"RAMP_C_000007076",1,1,0,0,0,NA
"RAMP_C_000007079",1,1,0,0,0,NA
"RAMP_C_000007080",1,1,0,0,0,NA
"RAMP_C_000007083",1,1,0,0,0,NA
"RAMP_C_000007094",1,1,0,0,0,NA
"RAMP_C_000007101",1,1,0,0,0,NA
"RAMP_C_000007112",1,1,0,0,0,NA
"RAMP_C_000007119",1,1,0,0,0,NA
"RAMP_C_000007139",1,1,0,0,0,NA
"RAMP_C_000007140",1,1,0,0,0,NA
"RAMP_C_000007141",1,1,0,0,0,NA
"RAMP_C_000007152",1,1,0,0,0,NA
"RAMP_C_000007160",1,1,0,0,0,NA
"RAMP_C_000007199",1,1,0,0,0,NA
"RAMP_C_000007202",1,1,0,0,0,NA
"RAMP_C_000007220",1,1,0,0,0,NA
"RAMP_C_000007225",1,1,0,0,0,NA
"RAMP_C_000007246",1,1,0,0,0,NA
"RAMP_C_000007275",1,1,0,0,0,NA
"RAMP_C_000007311",1,1,0,0,0,NA
"RAMP_C_000007330",1,1,0,0,0,NA
"RAMP_C_000007368",1,1,0,0,0,NA
"RAMP_C_000007382",1,1,0,0,0,NA
"RAMP_C_000007393",1,1,0,0,0,NA
"RAMP_C_000007411",1,1,0,0,0,NA
"RAMP_C_000007413",1,1,0,0,0,NA
"RAMP_C_000007424",1,1,0,0,0,NA
"RAMP_C_000007425",1,1,0,0,0,NA
"RAMP_C_000007433",1,1,0,0,0,NA
"RAMP_C_000007455",1,1,0,0,0,NA
"RAMP_C_000007477",1,1,0,0,0,NA
"RAMP_C_000007484",1,1,0,0,0,NA
"RAMP_C_000007531",1,1,0,0,0,NA
"RAMP_C_000007540",1,1,0,0,0,NA
"RAMP_C_000007553",1,1,0,0,0,NA
"RAMP_C_000007602",1,1,0,0,0,NA
"RAMP_C_000007603",1,1,0,0,0,NA
"RAMP_C_000007628",1,1,0,0,0,NA
"RAMP_C_000007635",1,1,0,0,0,NA
"RAMP_C_000007636",1,1,0,0,0,NA
"RAMP_C_000007640",1,1,0,0,0,NA
"RAMP_C_000007686",1,1,0,0,0,NA
"RAMP_C_000007736",1,1,0,0,0,NA
"RAMP_C_000007757",1,1,0,0,0,NA
"RAMP_C_000007763",1,1,0,0,0,NA
"RAMP_C_000007787",1,1,0,0,0,NA
"RAMP_C_000007806",1,1,0,0,0,NA
"RAMP_C_000007813",1,1,0,0,0,NA
"RAMP_C_000007832",1,1,0,0,0,NA
"RAMP_C_000007842",1,1,0,0,0,NA
"RAMP_C_000007866",1,1,0,0,0,NA
"RAMP_C_000007869",1,1,0,0,0,NA
"RAMP_C_000007871",1,1,0,0,0,NA
"RAMP_C_000007891",1,1,0,0,0,NA
"RAMP_C_000007903",1,1,0,0,0,NA
"RAMP_C_000007911",1,1,0,0,0,NA
"RAMP_C_000007920",1,1,0,0,0,NA
"RAMP_C_000007922",1,1,0,0,0,NA
"RAMP_C_000007929",1,1,0,0,0,NA
"RAMP_C_000007932",1,1,0,0,0,NA
"RAMP_C_000007941",1,1,0,0,0,NA
"RAMP_C_000007954",1,1,0,0,0,NA
"RAMP_C_000007979",1,1,0,0,0,NA
"RAMP_C_000007990",1,1,0,0,0,NA
"RAMP_C_000007996",1,1,0,0,0,NA
"RAMP_C_000007997",1,1,0,0,0,NA
"RAMP_C_000008003",1,1,0,0,0,NA
"RAMP_C_000008005",1,1,0,0,0,NA
"RAMP_C_000008020",1,1,0,0,0,NA
"RAMP_C_000008054",1,1,0,0,0,NA
"RAMP_C_000008078",1,1,0,0,0,NA
"RAMP_C_000008079",1,1,0,0,0,NA
"RAMP_C_000008087",1,1,0,0,0,NA
"RAMP_C_000008097",1,1,0,0,0,NA
"RAMP_C_000008104",1,1,0,0,0,NA
"RAMP_C_000008109",1,1,0,0,0,NA
"RAMP_C_000008117",1,1,0,0,0,NA
"RAMP_C_000008122",1,1,0,0,0,NA
"RAMP_C_000008134",1,1,0,0,0,NA
"RAMP_C_000008153",1,1,0,0,0,NA
"RAMP_C_000008161",1,1,0,0,0,NA
"RAMP_C_000008166",1,1,0,0,0,NA
"RAMP_C_000008173",1,1,0,0,0,NA
"RAMP_C_000008182",1,1,0,0,0,NA
"RAMP_C_000008194",1,1,0,0,0,NA
"RAMP_C_000008216",1,1,0,0,0,NA
"RAMP_C_000008219",1,1,0,0,0,NA
"RAMP_C_000008236",1,1,0,0,0,NA
"RAMP_C_000008237",1,1,0,0,0,NA
"RAMP_C_000008240",1,1,0,0,0,NA
"RAMP_C_000008250",1,1,0,0,0,NA
"RAMP_C_000008261",1,1,0,0,0,NA
"RAMP_C_000008283",1,1,0,0,0,NA
"RAMP_C_000008318",1,1,0,0,0,NA
"RAMP_C_000008321",1,1,0,0,0,NA
"RAMP_C_000008327",1,1,0,0,0,NA
"RAMP_C_000008353",1,1,0,0,0,NA
"RAMP_C_000008369",1,1,0,0,0,NA
"RAMP_C_000008385",1,1,0,0,0,NA
"RAMP_C_000008413",1,1,0,0,0,NA
"RAMP_C_000008435",1,1,0,0,0,NA
"RAMP_C_000008442",1,1,0,0,0,NA
"RAMP_C_000008444",1,1,0,0,0,NA
"RAMP_C_000008484",1,1,0,0,0,NA
"RAMP_C_000008498",1,1,0,0,0,NA
"RAMP_C_000008503",1,1,0,0,0,NA
"RAMP_C_000008507",1,1,0,0,0,NA
"RAMP_C_000008508",1,1,0,0,0,NA
"RAMP_C_000008513",1,1,0,0,0,NA
"RAMP_C_000008533",1,1,0,0,0,NA
"RAMP_C_000008535",1,1,0,0,0,NA
"RAMP_C_000008542",1,1,0,0,0,NA
"RAMP_C_000008588",1,1,0,0,0,NA
"RAMP_C_000008591",1,1,0,0,0,NA
"RAMP_C_000008598",1,1,0,0,0,NA
"RAMP_C_000008601",1,1,0,0,0,NA
"RAMP_C_000008603",1,1,0,0,0,NA
"RAMP_C_000008604",1,1,0,0,0,NA
"RAMP_C_000008606",1,1,0,0,0,NA
"RAMP_C_000008622",1,1,0,0,0,NA
"RAMP_C_000008635",1,1,0,0,0,NA
"RAMP_C_000008645",1,1,0,0,0,NA
"RAMP_C_000008656",1,1,0,0,0,NA
"RAMP_C_000008681",1,1,0,0,0,NA
"RAMP_C_000008685",1,1,0,0,0,NA
"RAMP_C_000008701",1,1,0,0,0,NA
"RAMP_C_000008752",1,1,0,0,0,NA
"RAMP_C_000008757",1,1,0,0,0,NA
"RAMP_C_000008784",1,1,0,0,0,NA
"RAMP_C_000008790",1,1,0,0,0,NA
"RAMP_C_000008810",1,1,0,0,0,NA
"RAMP_C_000008833",1,1,0,0,0,NA
"RAMP_C_000008844",1,1,0,0,0,NA
"RAMP_C_000008895",1,1,0,0,0,NA
"RAMP_C_000008899",1,1,0,0,0,NA
"RAMP_C_000008917",1,1,0,0,0,NA
"RAMP_C_000008922",1,1,0,0,0,NA
"RAMP_C_000008928",1,1,0,0,0,NA
"RAMP_C_000008932",1,1,0,0,0,NA
"RAMP_C_000008948",1,1,0,0,0,NA
"RAMP_C_000008949",1,1,0,0,0,NA
"RAMP_C_000008968",1,1,0,0,0,NA
"RAMP_C_000008979",1,1,0,0,0,NA
"RAMP_C_000008991",1,1,0,0,0,NA
"RAMP_C_000008997",1,1,0,0,0,NA
"RAMP_C_000009007",1,1,0,0,0,NA
"RAMP_C_000009012",1,1,0,0,0,NA
"RAMP_C_000009034",1,1,0,0,0,NA
"RAMP_C_000009039",1,1,0,0,0,NA
"RAMP_C_000009041",1,1,0,0,0,NA
"RAMP_C_000009055",1,1,0,0,0,NA
"RAMP_C_000009064",1,1,0,0,0,NA
"RAMP_C_000009065",1,1,0,0,0,NA
"RAMP_C_000009101",1,1,0,0,0,NA
"RAMP_C_000009113",1,1,0,0,0,NA
"RAMP_C_000009138",1,1,0,0,0,NA
"RAMP_C_000009154",1,1,0,0,0,NA
"RAMP_C_000009162",1,1,0,0,0,NA
"RAMP_C_000009176",1,1,0,0,0,NA
"RAMP_C_000009192",1,1,0,0,0,NA
"RAMP_C_000009213",1,1,0,0,0,NA
"RAMP_C_000009215",1,1,0,0,0,NA
"RAMP_C_000009228",1,1,0,0,0,NA
"RAMP_C_000009242",1,1,0,0,0,NA
"RAMP_C_000009248",1,1,0,0,0,NA
"RAMP_C_000009249",1,1,0,0,0,NA
"RAMP_C_000009250",1,1,0,0,0,NA
"RAMP_C_000009263",1,1,0,0,0,NA
"RAMP_C_000009268",1,1,0,0,0,NA
"RAMP_C_000009272",1,1,0,0,0,NA
"RAMP_C_000009277",1,1,0,0,0,NA
"RAMP_C_000009297",1,1,0,0,0,NA
"RAMP_C_000009312",1,1,0,0,0,NA
"RAMP_C_000009330",1,1,0,0,0,NA
"RAMP_C_000009340",1,1,0,0,0,NA
"RAMP_C_000009345",1,1,0,0,0,NA
"RAMP_C_000009365",1,1,0,0,0,NA
"RAMP_C_000009366",1,1,0,0,0,NA
"RAMP_C_000009396",1,1,0,0,0,NA
"RAMP_C_000009397",1,1,0,0,0,NA
"RAMP_C_000009405",1,1,0,0,0,NA
"RAMP_C_000009411",1,1,0,0,0,NA
"RAMP_C_000009450",1,1,0,0,0,NA
"RAMP_C_000009451",1,1,0,0,0,NA
"RAMP_C_000009472",1,1,0,0,0,NA
"RAMP_C_000009481",1,1,0,0,0,NA
"RAMP_C_000009505",1,1,0,0,0,NA
"RAMP_C_000009511",1,1,0,0,0,NA
"RAMP_C_000009515",1,1,0,0,0,NA
"RAMP_C_000009543",1,1,0,0,0,NA
"RAMP_C_000009557",1,1,0,0,0,NA
"RAMP_C_000009594",1,1,0,0,0,NA
"RAMP_C_000009623",1,1,0,0,0,NA
"RAMP_C_000009626",1,1,0,0,0,NA
"RAMP_C_000009629",1,1,0,0,0,NA
"RAMP_C_000009657",1,1,0,0,0,NA
"RAMP_C_000009687",1,1,0,0,0,NA
"RAMP_C_000009696",1,1,0,0,0,NA
"RAMP_C_000009705",1,1,0,0,0,NA
"RAMP_C_000009720",1,1,0,0,0,NA
"RAMP_C_000009729",1,1,0,0,0,NA
"RAMP_C_000009733",1,1,0,0,0,NA
"RAMP_C_000009738",1,1,0,0,0,NA
"RAMP_C_000009755",1,1,0,0,0,NA
"RAMP_C_000009763",1,1,0,0,0,NA
"RAMP_C_000009765",1,1,0,0,0,NA
"RAMP_C_000009768",1,1,0,0,0,NA
"RAMP_C_000009770",1,1,0,0,0,NA
"RAMP_C_000009784",1,1,0,0,0,NA
"RAMP_C_000009802",1,1,0,0,0,NA
"RAMP_C_000009837",1,1,0,0,0,NA
"RAMP_C_000009850",1,1,0,0,0,NA
"RAMP_C_000009861",1,1,0,0,0,NA
"RAMP_C_000009879",1,1,0,0,0,NA
"RAMP_C_000009894",1,1,0,0,0,NA
"RAMP_C_000009898",1,1,0,0,0,NA
"RAMP_C_000009931",1,1,0,0,0,NA
"RAMP_C_000009961",1,1,0,0,0,NA
"RAMP_C_000010002",1,1,0,0,0,NA
"RAMP_C_000010023",1,1,0,0,0,NA
"RAMP_C_000010032",1,1,0,0,0,NA
"RAMP_C_000010067",1,1,0,0,0,NA
"RAMP_C_000010077",1,1,0,0,0,NA
"RAMP_C_000010083",1,1,0,0,0,NA
"RAMP_C_000010109",1,1,0,0,0,NA
"RAMP_C_000010125",1,1,0,0,0,NA
"RAMP_C_000010138",1,1,0,0,0,NA
"RAMP_C_000010150",1,1,0,0,0,NA
"RAMP_C_000010153",1,1,0,0,0,NA
"RAMP_C_000010160",1,1,0,0,0,NA
"RAMP_C_000010169",1,1,0,0,0,NA
"RAMP_C_000010178",1,1,0,0,0,NA
"RAMP_C_000010196",1,1,0,0,0,NA
"RAMP_C_000010198",1,1,0,0,0,NA
"RAMP_C_000010208",1,1,0,0,0,NA
"RAMP_C_000010270",1,1,0,0,0,NA
"RAMP_C_000010286",1,1,0,0,0,NA
"RAMP_C_000010294",1,1,0,0,0,NA
"RAMP_C_000010304",1,1,0,0,0,NA
"RAMP_C_000010316",1,1,0,0,0,NA
"RAMP_C_000010322",1,1,0,0,0,NA
"RAMP_C_000010357",1,1,0,0,0,NA
"RAMP_C_000010393",1,1,0,0,0,NA
"RAMP_C_000010407",1,1,0,0,0,NA
"RAMP_C_000010408",1,1,0,0,0,NA
"RAMP_C_000010416",1,1,0,0,0,NA
"RAMP_C_000010424",1,1,0,0,0,NA
"RAMP_C_000010430",1,1,0,0,0,NA
"RAMP_C_000010447",1,1,0,0,0,NA
"RAMP_C_000010496",1,1,0,0,0,NA
"RAMP_C_000010510",1,1,0,0,0,NA
"RAMP_C_000010537",1,1,0,0,0,NA
"RAMP_C_000010547",1,1,0,0,0,NA
"RAMP_C_000010549",1,1,0,0,0,NA
"RAMP_C_000010552",1,1,0,0,0,NA
"RAMP_C_000010557",1,1,0,0,0,NA
"RAMP_C_000010575",1,1,0,0,0,NA
"RAMP_C_000010582",1,1,0,0,0,NA
"RAMP_C_000010588",1,1,0,0,0,NA
"RAMP_C_000010605",1,1,0,0,0,NA
"RAMP_C_000010610",1,1,0,0,0,NA
"RAMP_C_000010675",1,1,0,0,0,NA
"RAMP_C_000010678",1,1,0,0,0,NA
"RAMP_C_000010681",1,1,0,0,0,NA
"RAMP_C_000010705",1,1,0,0,0,NA
"RAMP_C_000010723",1,1,0,0,0,NA
"RAMP_C_000010724",1,1,0,0,0,NA
"RAMP_C_000010759",1,1,0,0,0,NA
"RAMP_C_000010770",1,1,0,0,0,NA
"RAMP_C_000010774",1,1,0,0,0,NA
"RAMP_C_000010796",1,1,0,0,0,NA
"RAMP_C_000010799",1,1,0,0,0,NA
"RAMP_C_000010804",1,1,0,0,0,NA
"RAMP_C_000010807",1,1,0,0,0,NA
"RAMP_C_000010833",1,1,0,0,0,NA
"RAMP_C_000010834",1,1,0,0,0,NA
"RAMP_C_000010867",1,1,0,0,0,NA
"RAMP_C_000010874",1,1,0,0,0,NA
"RAMP_C_000010880",1,1,0,0,0,NA
"RAMP_C_000010881",1,1,0,0,0,NA
"RAMP_C_000010883",1,1,0,0,0,NA
"RAMP_C_000010887",1,1,0,0,0,NA
"RAMP_C_000010893",1,1,0,0,0,NA
"RAMP_C_000010919",1,1,0,0,0,NA
"RAMP_C_000010920",1,1,0,0,0,NA
"RAMP_C_000010958",1,1,0,0,0,NA
"RAMP_C_000010966",1,1,0,0,0,NA
"RAMP_C_000010986",1,1,0,0,0,NA
"RAMP_C_000011010",1,1,0,0,0,NA
"RAMP_C_000011058",1,1,0,0,0,NA
"RAMP_C_000011077",1,1,0,0,0,NA
"RAMP_C_000011089",1,1,0,0,0,NA
"RAMP_C_000011090",1,1,0,0,0,NA
"RAMP_C_000011103",1,1,0,0,0,NA
"RAMP_C_000011173",1,1,0,0,0,NA
"RAMP_C_000011176",1,1,0,0,0,NA
"RAMP_C_000011181",1,1,0,0,0,NA
"RAMP_C_000011189",1,1,0,0,0,NA
"RAMP_C_000011199",1,1,0,0,0,NA
"RAMP_C_000011221",1,1,0,0,0,NA
"RAMP_C_000011229",1,1,0,0,0,NA
"RAMP_C_000011242",1,1,0,0,0,NA
"RAMP_C_000011246",1,1,0,0,0,NA
"RAMP_C_000011249",1,1,0,0,0,NA
"RAMP_C_000011289",1,1,0,0,0,NA
"RAMP_C_000011291",1,1,0,0,0,NA
"RAMP_C_000011333",1,1,0,0,0,NA
"RAMP_C_000011355",1,1,0,0,0,NA
"RAMP_C_000011365",1,1,0,0,0,NA
"RAMP_C_000011367",1,1,0,0,0,NA
"RAMP_C_000011385",1,1,0,0,0,NA
"RAMP_C_000011438",1,1,0,0,0,NA
"RAMP_C_000011447",1,1,0,0,0,NA
"RAMP_C_000011451",1,1,0,0,0,NA
"RAMP_C_000011459",1,1,0,0,0,NA
"RAMP_C_000011484",1,1,0,0,0,NA
"RAMP_C_000011498",1,1,0,0,0,NA
"RAMP_C_000011503",1,1,0,0,0,NA
"RAMP_C_000011511",1,1,0,0,0,NA
"RAMP_C_000011544",1,1,0,0,0,NA
"RAMP_C_000011584",1,1,0,0,0,NA
"RAMP_C_000011598",1,1,0,0,0,NA
"RAMP_C_000011610",1,1,0,0,0,NA
"RAMP_C_000011619",1,1,0,0,0,NA
"RAMP_C_000011646",1,1,0,0,0,NA
"RAMP_C_000011670",1,1,0,0,0,NA
"RAMP_C_000011677",1,1,0,0,0,NA
"RAMP_C_000011714",1,1,0,0,0,NA
"RAMP_C_000011732",1,1,0,0,0,NA
"RAMP_C_000011741",1,1,0,0,0,NA
"RAMP_C_000011768",1,1,0,0,0,NA
"RAMP_C_000011770",1,1,0,0,0,NA
"RAMP_C_000011777",1,1,0,0,0,NA
"RAMP_C_000011791",1,1,0,0,0,NA
"RAMP_C_000011797",1,1,0,0,0,NA
"RAMP_C_000011798",1,1,0,0,0,NA
"RAMP_C_000011836",1,1,0,0,0,NA
"RAMP_C_000011844",1,1,0,0,0,NA
"RAMP_C_000011847",1,1,0,0,0,NA
"RAMP_C_000011852",1,1,0,0,0,NA
"RAMP_C_000011855",1,1,0,0,0,NA
"RAMP_C_000011857",1,1,0,0,0,NA
"RAMP_C_000011858",1,1,0,0,0,NA
"RAMP_C_000011872",1,1,0,0,0,NA
"RAMP_C_000011885",1,1,0,0,0,NA
"RAMP_C_000011920",1,1,0,0,0,NA
"RAMP_C_000011927",1,1,0,0,0,NA
"RAMP_C_000011963",1,1,0,0,0,NA
"RAMP_C_000011976",1,1,0,0,0,NA
"RAMP_C_000011991",1,1,0,0,0,NA
"RAMP_C_000012036",1,1,0,0,0,NA
"RAMP_C_000012081",1,1,0,0,0,NA
"RAMP_C_000012099",1,1,0,0,0,NA
"RAMP_C_000012130",1,1,0,0,0,NA
"RAMP_C_000012136",1,1,0,0,0,NA
"RAMP_C_000012137",1,1,0,0,0,NA
"RAMP_C_000012139",1,1,0,0,0,NA
"RAMP_C_000012140",1,1,0,0,0,NA
"RAMP_C_000012147",1,1,0,0,0,NA
"RAMP_C_000012150",1,1,0,0,0,NA
"RAMP_C_000012153",1,1,0,0,0,NA
"RAMP_C_000012159",1,1,0,0,0,NA
"RAMP_C_000012171",1,1,0,0,0,NA
"RAMP_C_000012179",1,1,0,0,0,NA
"RAMP_C_000012197",1,1,0,0,0,NA
"RAMP_C_000012208",1,1,0,0,0,NA
"RAMP_C_000012223",1,1,0,0,0,NA
"RAMP_C_000012225",1,1,0,0,0,NA
"RAMP_C_000012226",1,1,0,0,0,NA
"RAMP_C_000012234",1,1,0,0,0,NA
"RAMP_C_000012249",1,1,0,0,0,NA
"RAMP_C_000012258",1,1,0,0,0,NA
"RAMP_C_000012272",1,1,0,0,0,NA
"RAMP_C_000012278",1,1,0,0,0,NA
"RAMP_C_000012291",1,1,0,0,0,NA
"RAMP_C_000012300",1,1,0,0,0,NA
"RAMP_C_000012340",1,1,0,0,0,NA
"RAMP_C_000012347",1,1,0,0,0,NA
"RAMP_C_000012357",1,1,0,0,0,NA
"RAMP_C_000012393",1,1,0,0,0,NA
"RAMP_C_000012412",1,1,0,0,0,NA
"RAMP_C_000012417",1,1,0,0,0,NA
"RAMP_C_000012427",1,1,0,0,0,NA
"RAMP_C_000012444",1,1,0,0,0,NA
"RAMP_C_000012450",1,1,0,0,0,NA
"RAMP_C_000012472",1,1,0,0,0,NA
"RAMP_C_000012475",1,1,0,0,0,NA
"RAMP_C_000012478",1,1,0,0,0,NA
"RAMP_C_000012484",1,1,0,0,0,NA
"RAMP_C_000012493",1,1,0,0,0,NA
"RAMP_C_000012522",1,1,0,0,0,NA
"RAMP_C_000012587",1,1,0,0,0,NA
"RAMP_C_000012593",1,1,0,0,0,NA
"RAMP_C_000012603",1,1,0,0,0,NA
"RAMP_C_000012619",1,1,0,0,0,NA
"RAMP_C_000012639",1,1,0,0,0,NA
"RAMP_C_000012646",1,1,0,0,0,NA
"RAMP_C_000012672",1,1,0,0,0,NA
"RAMP_C_000012676",1,1,0,0,0,NA
"RAMP_C_000012677",1,1,0,0,0,NA
"RAMP_C_000012684",1,1,0,0,0,NA
"RAMP_C_000012699",1,1,0,0,0,NA
"RAMP_C_000012721",1,1,0,0,0,NA
"RAMP_C_000012732",1,1,0,0,0,NA
"RAMP_C_000012753",1,1,0,0,0,NA
"RAMP_C_000012754",1,1,0,0,0,NA
"RAMP_C_000012818",1,1,0,0,0,NA
"RAMP_C_000012823",1,1,0,0,0,NA
"RAMP_C_000012828",1,1,0,0,0,NA
"RAMP_C_000012831",1,1,0,0,0,NA
"RAMP_C_000012834",1,1,0,0,0,NA
"RAMP_C_000012860",1,1,0,0,0,NA
"RAMP_C_000012861",1,1,0,0,0,NA
"RAMP_C_000012893",1,1,0,0,0,NA
"RAMP_C_000012960",1,1,0,0,0,NA
"RAMP_C_000012963",1,1,0,0,0,NA
"RAMP_C_000012978",1,1,0,0,0,NA
"RAMP_C_000012982",1,1,0,0,0,NA
"RAMP_C_000012986",1,1,0,0,0,NA
"RAMP_C_000012990",1,1,0,0,0,NA
"RAMP_C_000012992",1,1,0,0,0,NA
"RAMP_C_000013002",1,1,0,0,0,NA
"RAMP_C_000013011",1,1,0,0,0,NA
"RAMP_C_000013032",1,1,0,0,0,NA
"RAMP_C_000013042",1,1,0,0,0,NA
"RAMP_C_000013047",1,1,0,0,0,NA
"RAMP_C_000013067",1,1,0,0,0,NA
"RAMP_C_000013096",1,1,0,0,0,NA
"RAMP_C_000013171",1,1,0,0,0,NA
"RAMP_C_000013174",1,1,0,0,0,NA
"RAMP_C_000013190",1,1,0,0,0,NA
"RAMP_C_000013212",1,1,0,0,0,NA
"RAMP_C_000013251",1,1,0,0,0,NA
"RAMP_C_000013284",1,1,0,0,0,NA
"RAMP_C_000013289",1,1,0,0,0,NA
"RAMP_C_000013368",1,1,0,0,0,NA
"RAMP_C_000013373",1,1,0,0,0,NA
"RAMP_C_000013381",1,1,0,0,0,NA
"RAMP_C_000013394",1,1,0,0,0,NA
"RAMP_C_000013399",1,1,0,0,0,NA
"RAMP_C_000013408",1,1,0,0,0,NA
"RAMP_C_000013430",1,1,0,0,0,NA
"RAMP_C_000013478",1,1,0,0,0,NA
"RAMP_C_000013482",1,1,0,0,0,NA
"RAMP_C_000013487",1,1,0,0,0,NA
"RAMP_C_000013496",1,1,0,0,0,NA
"RAMP_C_000013498",1,1,0,0,0,NA
"RAMP_C_000013537",1,1,0,0,0,NA
"RAMP_C_000013546",1,1,0,0,0,NA
"RAMP_C_000013554",1,1,0,0,0,NA
"RAMP_C_000013556",1,1,0,0,0,NA
"RAMP_C_000013563",1,1,0,0,0,NA
"RAMP_C_000013574",1,1,0,0,0,NA
"RAMP_C_000013591",1,1,0,0,0,NA
"RAMP_C_000013593",1,1,0,0,0,NA
"RAMP_C_000013620",1,1,0,0,0,NA
"RAMP_C_000013622",1,1,0,0,0,NA
"RAMP_C_000013637",1,1,0,0,0,NA
"RAMP_C_000013678",1,1,0,0,0,NA
"RAMP_C_000013681",1,1,0,0,0,NA
"RAMP_C_000013699",1,1,0,0,0,NA
"RAMP_C_000013711",1,1,0,0,0,NA
"RAMP_C_000013716",1,1,0,0,0,NA
